Name,Type,Address,Zip Code
570,hotdog,333SAlamedaSt,90013
571,tradamerican,1657W3rdSt,90017
572,mexican,645EWashingtonBlvd,90015
573,chinese,2828SFigueroaSt,90007
574,chicken_wings,698SVermontAve,90005
575,hotdog,2528SFigueroaSt,90007
576,chickenshop,3462WilshireBlvd,90010
577,burgers,530W27thSt,90007
578,bbq,1708SWesternAve,90006
579,waffles,358W38thSt,90037
580,cheesesteaks,358W38thSt,90037
581,breakfast_brunch,317SBroadway,90013
582,chickenshop,5022MelroseAve,90038
583,salad,3335SFigueroaSt,90007
584,foodtrucks,1023SGrandAve,90015
585,burgers,2921SFigueroaSt,90007
586,hotdogs,103SRampartBlvd,90057
587,southern,727NBroadway,90012
588,hotdogs,3821BeverlyBlvd,90004
589,breakfast_brunch,639SSpringSt,90014
590,chicken_wings,207SVermontAve,90004
591,sandwiches,3377WilshireBlvd,90010
592,burgers,2120WPicoBlvd,90006
593,burgers,888SHopeSt,90017
594,foodtrucks,2377WPicoBlvd,90006
595,hotdogs,3029W8thSt,90005
596,latin,2215SVermontAve,90007
597,mexican,913SBroadway,90015
598,salad,2134WSunsetBlvd,90026
599,italian,2827SFigueroaSt,90007
600,burgers,1231SLaBreaAve,90019
601,hotdogs,1005SFairfaxAve,90019
602,foodtrucks,1515SLaBreaAve,90019
603,chinese,1544SLaCienegaBlvd,90035
604,hotdogs,1604SLaBreaAve,90019
605,mexican,2851SCrenshawBlvd,90016
606,hotdogs,1833SLaCienegaBlvd,90035
607,burgers,3342SLaCienegaBlvd,90016
608,vegan,8432W3rdSt,90048
609,southern,1262CrenshawBlvd,90019
610,hotdogs,1461SLaCienegaBlvd,90035
611,burgers,5550WilshireBlvd,90036
612,burgers,1845SLaCienegaBlvd,90035
613,sandwiches,1000SLaBreaAve,90019
614,chinese,1080SLaCienegaBlvd,90035
615,hotdogs,5101JeffersonBlvd,90016
616,chickenshop,6246WilshireBlvd,90048
617,tradamerican,4327WAdamsBlvd,90018
618,mexican,800SouthLaBreaAve,90036
619,soulfood,5006WPicoBlvd,90019
620,mexican,8250W3rdSt,90048
621,mexican,8665WashingtonBlvd,90232
622,burgers,1906CrenshawBlvd,90016
623,seafood,1373SLaBreaAve,90019
624,burgers,5201WilshireBlvd,90036
625,seafood,9901WashingtonBlvd,90232
626,bubbletea,8474W3rdSt,90048
627,burgers,2075WJeffersonBlvd,90018
628,chicken_wings,8985VeniceBlvd,90034
629,hotdogs,2628SRobertsonBlvd,90034
630,burgers,3501SLaCienegaBlvd,90016
631,hotdog,4601WPicoBlvd,90019
632,mediterranean,9113WOlympicBlvd,90212
633,hotdogs,6345WilshireBlvd,90048
634,hotdogs,3704RobertsonBlvd,90232
635,tex-mex,2060SLaCienegaBlvd,90034
636,mexican,3939CrenshawBlvd,90008
637,hotdogs,2801CrenshawBlvd,90016
638,burgers,8500W3rdSt,90048
639,cajun,5818RodeoRd,90060
640,chickenshop,8030W3rdSt,90048
641,hotdogs,11750JeffersonBlvd,90230
642,tacos,5303WPicoBlvd,90019
643,hotdogs,3602SLaBreaAve,90016
644,hotdogs,2838CrenshawBlvd,90016
645,burgers,131SLaBreaAve,90036
646,mexican,244SBeverlyDr,90212
647,mexican,5300WOlympicBlvd,90019
648,tacos,8693VeniceBlvd,90034
649,mexican,4651WAdamsBlvd,90016
650,soulfood,800WOlympicBlvd,90015
651,chickenshop,3335SFigueroaSt,90007
652,hotdog,333SAlamedaSt,90013
653,hotdogs,201WWashingtonBlvd,90007
654,hotdogs,1615SBroadway,90015
655,sandwiches,1001NAlamedaSt,90012
656,korean,442E2ndSt,90012
657,tradamerican,555SSpringSt,90013
658,tacos,609SSpringSt,90014
659,chickenshop,970NWesternAve,90029
660,burgers,1011SFigueroaSt,90015
661,mexican,208E8thSt,90014
662,chickenshop,557SSpringSt,90013
663,burgers,421W8thSt,90014
664,chicken_wings,3003WOlympicBlvd,90006
665,chicken_wings,698SVermontAve,90005
